Account Name,Customer Number_x,Certificate Number,Registration Type,Certificate Status,Status Date,Address Line 1,Address Line 2,City-State-Zip,County,Customer Number_y,Year,Dogs,Cats,Guinea Pigs,Hamsters,Rabbits,Non-Human Primates,Sheep,Pigs,Other Farm Animals,All Other Animals,latitude,longitude
"Cytotheryx, Inc. (Cytotheryx Barrier)",506106,41-R-0091,Class R - Research Facility,Active,,PO Box 7193,,"Rochester, MN 55903",Olmsted,506106,2024,,,,,,,,188,,,44.0234387,-92.4630182
TTUHSC El Paso (Texas Tech University Health Science Center El Paso),506165,74-R-0231,Class R - Research Facility,Active,,MSC 31001,5001 El Paso Dr,"EL PASO, TX 79905",El Paso,506165,2024,,,,,,,,,,,,
Clinvet USA LLC,506442,21-R-0248,Class R - Research Facility,Active,,1479 Talmadge Hill Road South,,"Waverly, NY 14892",Tioga,506442,2024,769,851,,,,,,,,,42.0454039,-76.5001071
Envigo RMS LLC,506554,32-R-0058,Class R - Research Facility,Active,,"8520 Allison Pointe Blvd., Suite 400",,"Indianapolis, IN 46250",Marion,506554,2024,,,,2207,,,,,,,,
Envigo Global Services Inc,506556,23-R-0187,Class R - Research Facility,Active,,310 Swamp Bridge Road,,"DENVER, PA 17517",Lancaster,506556,2024,,,,,100,95,,,,,,
BASi Gaithersburg (Inotiv Gaithersburg),506631,51-R-0103,Class R - Research Facility,Active,,13 First Field Road,,"DARNESTOWN, MD 20878",Montgomery,506631,2024,,,,,614,,,,,,,
Envol Biomedical LLC,506806,21-R-0250,Class R - Research Facility,Active,,555 Madison Ave,,"NEW YORK, NY 10022",New York,506806,2024,,,,,,706,,,,,40.7611485,-73.9727174
Valley College,507018,31-R-0135,Class R - Research Facility,Active,,8700 BROOKPARK ROAD,,"CLEVELAND, OH 44129",Cuyahoga,507018,2024,,,1,,,,,,,,41.4186698,-81.7312291
Utah Velley University,507019,87-R-0028,Class R - Research Facility,Active,,800 W University Parkway,,"OREM, UT 84058",Utah,507019,2024,,,,,1,,,,,,40.2794106,-111.7178868
Nash Community College Veterinary Medical Tech,507281,55-R-0154,Class R - Research Facility,Active,,522 N Old Carriage Road,,"ROCKY MOUNT, NC 27804",Nash,507281,2024,34,16,,,,,,,,,35.9758196,-77.8992119
Northern Biomedical Research,507300,34-R-0168,Class R - Research Facility,Active,,1210 E Pontaluna Road,,"Norton Shores, MI 49456",Muskegon,507300,2024,,,,,18,717,,84,,,43.1323228,-86.2132674
Bronco Research Services LLC (Inotiv),507737,84-R-0091,Class R - Research Facility,Active,,PO Box 1417,,"FORT COLLINS, CO 80522",Larimer,507737,2024,338,,,,73,,72,113,,,40.5871782,-105.0770113
"Attentive Science, LLC",507892,48-R-0118,Class R - Research Facility,Active,,17745 Metcalf Ave Building #4,,"STILWELL, KS 66085",Johnson,507892,2024,390,,,166,9,,,36,,,,
Neuralink,507904,93-R-0586,Class R - Research Facility,Active,,35640 Fremont Blvd #629,,"FREMONT, CA 94536",Alameda,507904,2024,,,,,,17,90,8,,,,
AHED Of Ohio Inc (Rockford Career College),507906,33-R-0162,Class R - Research Facility,Active,,1130 S Alpine Rd,Suite 100,"ROCKFORD, IL 61108",Winnebago,507906,2024,192,127,,,3,,,,,,42.2557098,-89.0276077
Palm Beach Atlantic University Inc (Gregory School of Pharmacy),508033,58-R-0166,Class R - Research Facility,Active,,901 S Flagler Drive,P.O. Box 24708,"West Palm Beach, FL 33416",Palm Beach,508033,2024,,,6,,,,,,,,26.7035644,-80.052993
"BECTON, DICKINSON & COMPANY",508088,57-R-0130,Class R - Research Facility,Active,,1475 Athens Highway,,"GRAYSON, GA 30017",Gwinnett,508088,2024,,,,,605,,,,,,,
"Hope Farms At Disco Bay, LLC",508132,91-R-0078,Class R - Research Facility,Active,,282088 US Hwy 101,,"Port Townsend, WA 98368",Jefferson,508132,2024,,,,,,,,,3,,,
Huckleberry Farms LLC,508247,35-R-0136,Class R - Research Facility,Active,,2706 County Road E,,"MOUNT HOREB, WI 53572",Dane,508247,2024,,,,,,,,501,,,,
Genovis Inc,508341,14-R-0219,Class R - Research Facility,Cancelled,,245 First Street,,"CAMBRIDGE, MA 02142",Middlesex,508341,2024,,,,,,,,,,,42.3637606,-71.0795152
Alcon Research LLC,508388,74-R-0234,Class R - Research Facility,Active,,6201 S Freeway R3-10,,"FORT WORTH, TX 76134",Tarrant,508388,2024,,,,,1240,,,7,,,,
Lawrence University,508507,35-R-0137,Class R - Research Facility,Active,,711 East Boldt Way,,"APPLETON, WI 54911",Outagamie,508507,2024,,,,,,,,,,,44.2607247,-88.398891
Mountain West Research (Care Research),508596,84-R-0093,Class R - Research Facility,Active,,6200 E. CR 56,,"FORT COLLINS, CO 80524",Larimer,508596,2024,37,,,,25,,,79,,,,
LFM Quality Laboratories Inc,508658,32-R-0060,Class R - Research Facility,Active,,15200 South Cypress St,,"TERRE HAUTE, IN 47802",Vigo,508658,2024,121,67,,,,,,,,,,
Liberty University Inc (Liberty University College of Osteopathic Medicine),508671,52-R-0137,Class R - Research Facility,Cancelled,,1971 University Blvd,,"LYNCHBURG, VA 24515",Lynchburg City,508671,2024,,,,,,,,,,,37.3505436,-79.1797426
Southeast Technical College,600227,46-R-0014,Class R - Research Facility,Active,,2320 N Career Avenue,,"Sioux Falls, SD 57107",Minnehaha,600227,2024,97,116,,,3,,,,,,43.5684402,-96.7815302
Raven Medical Inc,600326,55-R-0155,Class R - Research Facility,Active,,4400 Bragg Blvd.,,"Fayetteville, NC 28303",Cumberland,600326,2024,,,,,,,,5,12,,35.085899,-78.949839
F3EA Inc,600403,67-R-0001,Class R - Research Facility,Active,,110 Riverview Drive,,"Savannah, GA 31404",Chatham,600403,2024,,,,,,,,26,,,32.0662398,-81.0443804
Norman Peterson (Worldwide Primates Inc),600625,91-R-0079,Class R - Research Facility,Cancelled,,21717 30th Drive SE,Bldg 3,"Bothell, WA 98021",King,600625,2024,,,,,,,,,,,47.8013671,-122.1934659
Hobart and William Smith Colleges,600704,21-R-0253,Class R - Research Facility,Active,,300 Pulteney Street,,"Geneva, NY 14456",Ontario,600704,2024,,,,,,,,,,,42.860548,-76.985759
Medical Innovations and Training Institute,601170,88-R-0010,Class R - Research Facility,Active,,1534 W. Warm Springs Road,,"Henderson, NV 89014",Clark,601170,2024,,,,,,,,19,,,36.0562815,-115.0274243
"Guardian Centers of Georgia, LLC",601690,67-R-0003,Class R - Research Facility,Active,,600 Perry Parkway,,"Perry, GA 31069",Houston,601690,2024,,,,,,,,182,,,32.4328413,-83.7603117
Cleveland Clinic Florida,601693,58-R-0171,Class R - Research Facility,Active,,2950 Cleveland Clinic Blvd,,"Weston, FL 33331",Broward,601693,2024,,,,,,,,,,,26.0825663,-80.3679041
"Bayside Preclinical Services, Inc",601718,93-R-0603,Class R - Research Facility,Active,,P.O. Box 4051,,"Davis, CA 95617",Yolo,601718,2024,39,,,,,,,97,,,,
Arrowhead Pharmaceuticals,6002826,93-R-0592,Class R - Research Facility,Active,,10102 Hoyt Park Dr,,"San Diego, CA 92131",San Diego,6002826,2024,,,,,174,,,,,,32.9071745,-117.1079372
Jaybird Noel LLC (Jaybird Noel LLC),6002907,65-R-0508,Class R - Research Facility,Active,,9799 highway 80,,"Morton, MS 39117",Scott,6002907,2024,,72,,,,,,,,,32.3355874,-89.7004418
Great Bay Community College Veterinary Technology Program,6002932,12-R-0009,Class R - Research Facility,Active,,320 CORPORATE DRIVE,,"PORTSMOUTH, NH 03801",Rockingham,6002932,2024,,,,,,,,,,,43.0722494,-70.7986858
Young Veterinary Research Services Inc,6002961,93-R-0593,Class R - Research Facility,Active,,7243 East Ave,,"Turlock, CA 95380",Stanislaus,6002961,2024,236,142,,,,,,,,,37.4927171,-120.8429812
National Bio And Agro-Defense Facility (NBAF) (NBAF),6003077,48-G-0003,Class G - Agricultural Research Facility ARS,Active,,P.O. Box 1807,,"MANHATTAN, KS 66505",Riley,6003077,2024,,,,,,,,35,,,,
University of Denver,6003435,84-R-0094,Class R - Research Facility,Active,,2199 S University Blvd,,"Denver, CO 80208",Denver,6003435,2024,,,,,,,,,,,39.679937,-104.9629987
Northcentral Technical College,6003805,35-R-0139,Class R - Research Facility,Active,,1000 W Campus Drive,,"Wausau, WI 54401",Marathon,6003805,2024,,,,,,,,,131,,44.985374,-89.64536
Amplify Bio LLC,6003985,31-R-0136,Class R - Research Facility,Active,,"1425 Plain-City Georgesville Rd, JM 10",,"West Jefferson, OH 43162",Madison,6003985,2024,171,,68,,199,461,,205,,,,
"Remote Medical Training Consultants, LLC",6010169,81-R-0020,Class R - Research Facility,Active,,P.O. Box 984,,"Seeley Lake, MT 59868",Missoula,6010169,2024,,,,,,,,,,,,
Experimentica Ltd,6010250,74-R-0240,Class R - Research Facility,Cancelled,,3500 Camp Bowie Blvd,,"Fort Worth, TX 76107",Tarrant,6010250,2024,,,,,121,,,,,,32.7490247,-97.3704651
Chi University Corp,6010336,58-R-0168,Class R - Research Facility,Active,,9700 W HWY 318,,"Reddick, FL 32686",Marion,6010336,2024,,,,,,,,,,,,
Collin County Community College,6010774,74-R-0241,Class R - Research Facility,Active,,391 Country Club Road,,"Wylie, TX 75418",Collin,6010774,2024,,,,,,,,,,,33.0428433,-96.5684943
"Tonix R&D Center, LLC (Tonix Pharmaceuticals)",6011005,51-R-0105,Class R - Research Facility,Active,,431 Aviation Way,,"Frederick, MD 21701",Frederick,6011005,2024,,,,,66,46,,,,,39.4174248,-77.3803043
"Noah Medical, Inc.",6011355,93-R-0597,Class R - Research Facility,Active,,1501 Industrial Road,,"San Carlos, CA 94070",San Mateo,6011355,2024,,,,,,,,6,,,37.5003684,-122.2440081
Science Corporation,6011899,93-R-0599,Class R - Research Facility,Active,,1010 Atlantic Ave,Suite 100,"Alameda, CA 94501",Alameda,6011899,2024,,,,,70,6,,,,,37.7802487,-122.266017
"Innovations Through Research, LLC",6011944,47-R-0038,Class R - Research Facility,Active,,1290 CR M,,"Oakland, NE 68045",Burt,6011944,2024,,,,,,,,,,,,
Element Research Group,6012423,41-R-0093,Class R - Research Facility,Active,,4129 85th Avenue North,,"Brooklyn Park, MN 55443",Hennepin,6012423,2024,3,,,,65,,89,284,,,45.1087311,-93.3340798
Fred Hutchinson Cancer Center,6012655,91-R-0081,Class R - Research Facility,Active,,"1100 Fairview Ave. No., M/S CD-101",P.O. Box 19024,"Seattle, WA 98109",King,6012655,2024,8,,46,176,,,,,,,,
USDA-ARS Plant Genetics Research Unit,6012819,43-G-0001,Class G - Agricultural Research Facility ARS,Active,,920 E Campus Drive,Animal Science Research Center,"Columbia, MO 65211",Boone,6012819,2024,,,,,,,,,,,38.9389609,-92.3167814
Hillsborough Community College,6012948,58-R-0138,Class R - Research Facility,Active,,1206 N Park Road,,"Plant City, FL 33563",Hillsborough,6012948,2024,53,45,,,4,,,,,,28.0274536,-82.1028267
Texas A&M University-Corpus Christi (Division of Research and Innovation),6012953,74-R-0242,Class R - Research Facility,Active,,"6300 Ocean Drive, Unit 5844",,"Corpus Christi, TX 78412",Nueces,6012953,2024,,,,,,,,,,,27.7113644,-97.3244337
VST LLC (Medgene Labs),6013250,46-R-0015,Class R - Research Facility,Active,,1006 32nd Ave,,"Brookings, SD 57006",Brookings,6013250,2024,,,,,85,,,,,,44.3172283,-96.752748
Gateway Biotechnology Inc.,6013402,43-R-0132,Class R - Research Facility,Active,,1154 N. Warson Road,,"Saint Louis, MO 63132",St. Louis,6013402,2024,,,,,,,,,,,38.6808489,-90.3942963
Bradford Schools LLC,6013565,23-R-0190,Class R - Research Facility,Active,,133 Freeport Road,,"Pittsburgh, PA 15215",Allegheny,6013565,2024,215,181,,,21,,,,,,40.4888939,-79.9013241
Fox College LLC,6013605,33-R-0163,Class R - Research Facility,Active,,18020 Oak Park Ave,,"Tinley Park, IL 60477",Cook,6013605,2024,71,63,,,13,,,,,,41.5639034,-87.7840535
Baylor University - Research,6013631,74-R-0243,Class R - Research Facility,Active,,One Bear Place #97310,,"Waco, TX 76798",McLennan,6013631,2024,,,,,,,,,,,,
eGenesis Inc.,6014002,35-R-0141,Class R - Research Facility,Active,,3890 N 200 W,,"Rensselaer, IN 47978",Jasper,6014002,2024,,,,,,,,259,,,,
QRF (Strategic Shooting Dynamics),6014552,74-R-0245,Class R - Research Facility,Active,,8403 SF 151,Suite 104 #516,"San Antonio, TX 78245",Bexar,6014552,2024,,,,,,,,90,,,,
Acculab Life Sciences LLC,6014821,93-R-0604,Class R - Research Facility,Active,,11107 Roselle St Suite 204,,"San Diego, CA 92121",San Diego,6014821,2024,,,152,,105,29,,176,,,,
"Stereotaxis, Inc",6015063,43-R-0133,Class R - Research Facility,Active,,"710 North Tucker Blvd, Ste 110",,"Saint Louis, MO 63101",St. Louis city,6015063,2024,,,,,,,,16,,,,
May Wildlife Rehabilitation Center at Lees-McRae College,6015834,55-R-0156,Class R - Research Facility,Cancelled,,"191 Main St, CPO 3779",,"Banner Elk, NC 28641",Avery,6015834,2024,,,,,,,,,,,,
Kennesaw State University,6015932,67-R-0004,Class R - Research Facility,Active,,"585 Cobb Ave. NW, MD 0111",,"Kennesaw, GA 30144",Cobb,6015932,2024,,,,,,,,,,,,
Bellarmine University (Exotic Feline Rescue Center),6015952,61-R-0115,Class R - Research Facility,Active,,2001 Newburg Rd,,"Louisville, KY 40205",Jefferson,6015952,2024,5,,,,,,,,,,38.2187504,-85.7058411
Wesleyan University,6016037,16-R-0056,Class R - Research Facility,Active,,52 Lawn ave,"Room 303, Bld Hallatwater","Middletown, CT 06459",Middlesex,6016037,2024,,,,,,,,,,,,
U.S. Fish and Wildlife Service National Wildlife Refuge System (Natural Program Resources Center),6016234,84-F-0010,Class F - Federal Research Facility,Active,,"1201 Oakridge Drive, Suite 320",,"Fort Collins, CO 80525",Larimer,6016234,2024,,,,,,,,,,,,
Metropolitan Veterinary Academy,6016961,31-R-0137,Class R - Research Facility,Active,,734 Alpha Drive,,"Highland Heights, OH 44143",Cuyahoga,6016961,2024,,,,,,,,,,,41.5444144,-81.4539482
White Cell Tactical Group LLC,6017156,96-R-0008,Class R - Research Facility,Cancelled,,4750 West Yundt dr,,"Wasilla, AK 99623",,6017156,2024,,,,,,,,,,,,
Trust Transparency LLC (Double Knot Kennels),6017716,74-R-0247,Class R - Research Facility,Active,,18 Augusta Pines Drive,Suite 151 W2,"Spring, TX 77389",Harris,6017716,2024,28,,,,,,,,,,30.1245696,-95.537497
NIMML Institute,6018044,21-R-0258,Class R - Research Facility,Cancelled,,1800 Kraft Drive Suite 108,,"Blacksburg, VA 24060",Montgomery,6018044,2024,,,,,,,,,,,,
Cambridge Technologies,6018158,41-R-0094,Class R - Research Facility,Active,,1525 Bioscience Dr. Suite 3,,"Worthington, MN 56187",Nobles,6018158,2024,,,18,,,,,,,,,
EcoHealth Alliance,6018778,21-R-0259,Class R - Research Facility,Cancelled,,520 Eighth Avenue,Suite 1200,"New York City, NY 10018",New York,6018778,2024,,,,,,,,,,,42.7130483,-73.7120936
Connecticut State Community College (Veterinary Technology Group),6019033,16-R-0058,Class R - Research Facility,Active,,100 Training Hill Road,Veterinary Technology Group,"Middletown, CT 06457",Middlesex,6019033,2024,42,18,,,6,,,,,,,
United Therapeutics Corporation,6019395,21-R-0261,Class R - Research Facility,Active,,77 Corporate Drive SE,,"Christiansburg, VA 24073",Montgomery,6019395,2024,,,,,,,,119,,,37.1239936,-80.3806861
BioMarin Pharmaceutical,6019411,93-R-0607,Class R - Research Facility,Active,,1600 Fisher Dr,,"Petaluma, CA 94954",Sonoma,6019411,2024,,,,,,,,,,,38.231783,-122.599102
The Fast and The Furry LLC,6019454,96-R-0009,Class R - Research Facility,Active,,5400 Mail Trail #60675,,"Fairbanks, AK 99709",Fairbanks North Star,6019454,2024,78,,,,,,,,,,,
Microbiome and Metabolism Research Unit USDA-ARS,6019766,71-G-0005,Class G - Agricultural Research Facility ARS,Active,,15 Children's Way,,"Little Rock, AR 72202",Pulaski,6019766,2024,,,,,,,,,,,34.7430239,-92.2914988
Vermont Institute of Natural Science,6019827,13-R-0015,Class R - Research Facility,Active,,PO Box 1281,,"Quechee, VT 05059",Windsor,6019827,2024,,,,,,,,,,,43.6467056,-72.4197296
RTI LLC,6020048,46-R-0013,Class R - Research Facility,Active,,801 32nd Ave.,,"Brookings, SD 57006",Brookings,6020048,2024,,5,64,,3,,,,,,44.3141974,-96.7516146
"Gordian Biotechnology, Inc.",6020062,93-R-0608,Class R - Research Facility,Active,,486 Cabot Rd,,"South San Francisco, CA 94080",San Mateo,6020062,2024,,,,8,,,,,,,37.6542038,-122.3909621
Fauna Bio,6020096,93-R-0609,Class R - Research Facility,Active,,6460 Hollis St.,,"Emeryville, CA 94608",Alameda,6020096,2024,,,,,,,,,,,37.8458453,-122.2908935
"CIC Labs, Inc (CBSET)",6020134,14-R-0222,Class R - Research Facility,Active,,500 Shire Way,,"Lexington, MA 02421",Middlesex,6020134,2024,,,,,32,,131,634,,,42.4294678,-71.2550263
University of North Florida,6020256,58-R-0175,Class R - Research Facility,Active,,1 UNF Dr.,,"Jacksonville, FL 32224",Duval,6020256,2024,,,,,,,,,,,30.2721472,-81.5094937
Trocaire College,6020810,21-R-0262,Class R - Research Facility,Active,,360 Choate Avenue,,"Buffalo, NY 14220",Erie,6020810,2024,,,,,,,,,,,42.8467327,-78.8127639
SMART Reproduction,6021121,71-R-0120,Class R - Research Facility,Active,,1293 Greene 333 Rd,,"Jonesboro, AR 72401",Craighead,6021121,2024,,,,,,,,,,,,
Solventum US LLC,6021204,41-R-0095,Class R - Research Facility,Active,,3M Center Bldg 270-1S-05,2510 Conway Ave E,"Maplewood, MN 55144",Ramsey,6021204,2024,,,,,,,,10,,,,
"Endo USA, Inc.",6021425,23-R-0191,Class R - Research Facility,Active,,1400 Atwater Dr,,"Malvern, PA 19355",Chester,6021425,2024,,,302,,,,,,,,40.0706418,-75.5288811
Pharmalegacy Research LLC,6021839,93-R-0611,Class R - Research Facility,Active,,6042 Cornerstone West,Suite E,"San Diego, CA 92121",San Diego,6021839,2024,12,,,,1,28,,2,,,,
BioSim Innovations,6021910,41-R-0096,Class R - Research Facility,Active,,7145 Boone Ave N,Suite 140,"Brooklyn Park, MN 55428",Hennepin,6021910,2024,,,,,,,,12,,,45.0843678,-93.3918916
Arkansas Colleges of Health Education Research Institute Health and Wellness Center,6022130,71-R-0119,Class R - Research Facility,Active,,1000 Fianna Way,,"Fort Smith, AR 72919",Sebastian,6022130,2024,,,,,,,,,,,35.28043,-94.4272113
Hill Country Research Oversight,6022374,74-R-0249,Class R - Research Facility,Active,,111 Barton Bend Road,,"Dripping Springs, TX 78620",Hays,6022374,2024,,,,,,,,,,,,
University of Maine at Farmington,6022480,11-R-0035,Class R - Research Facility,Active,,224 Main Street,,"Farmington, ME 04938",Franklin,6022480,2024,,,,,,,,,,,44.6678009,-70.146689
Iowa Central Community College,6022512,42-R-0056,Class R - Research Facility,Active,,1 Triton Cir,Veterinary Techncian Program,"Fort Dodge, IA 50501",Webster,6022512,2024,5,2,,,,,,,,,42.489531,-94.2032648
Franklin BioLabs,6022665,23-R-0192,Class R - Research Facility,Active,,411 Swedeland Road,,"King of Prussia, PA 19406",Montgomery,6022665,2024,,,,,,,,,,,,
"Harvard Bioscience, Inc (Data Sciences International)",6022731,41-R-0097,Class R - Research Facility,Active,,119 14th Street NW,Suite 100,"New Brighton, MN 55112",Ramsey,6022731,2024,,,,,,,,,,,45.0716387,-93.2212239
Suffolk County Community College,6023042,21-R-0221,Class R - Research Facility,Active,,Paumanok Hall,P109 VST 1001 Crooked Hill Road,"BRENTWOOD, NY 11717",Suffolk,6023042,2024,18,31,,,8,,,,,,40.7965686,-73.2703875
Bexorg Inc,6023078,16-R-0059,Class R - Research Facility,Active,,290 Congress Avenue,,"New Haven, CT 06519",New Haven,6023078,2024,,,,,,,,18,,,,
Inotiv Boulder,6023105,84-R-0096,Class R - Research Facility,Active,,"5541 Central Avenue, Suite 160",,"Boulder, CO 80301",Boulder,6023105,2024,,,,,,,,,,,,
"LifeSource Biomedical Services, LLC",6023169,93-R-0598,Class R - Research Facility,Active,,P.O. Box 339,,"Moffett Field, CA 94035",Santa Clara,6023169,2024,,,,,6,,,,,,,
Arkansas Children's Research Institute,6023204,71-R-0100,Class R - Research Facility,Active,,# 13 Children's Way,,"LITTLE ROCK, AR 72202",Pulaski,6023204,2024,,,,,,,,39,,,34.7430239,-92.2914988
Christopher Newport University,6023210,52-R-0121,Class R - Research Facility,Cancelled,,1 AVENUE OF THE ARTS,,"NEWPORT NEWS, VA 23606",Newport News City,6023210,2024,,,,,,,,,,,37.059879,-76.488375
University of Pennsylvania,6023218,23-R-0023,Class R - Research Facility,Active,,1 College Hall Suite 118a,,"Philadelphia, PA 19104",Philadelphia,6023218,2024,314,52,276,,46,258,64,621,77,,,
University of Nebraska Medical Center,6023229,47-R-0018,Class R - Research Facility,Active,,985810 NEBRASKA MEDICAL CENTER,,"OMAHA, NE 68198",Douglas,6023229,2024,,,,220,16,17,1,79,,,,
Merck Sharp and Dohme LLC,6023276,22-R-0036,Class R - Research Facility,Active,,126 E Lincoln Ave,PO Box 2000,"Rahway, NJ 07065",Union,6023276,2024,451,,1679,76,1045,748,,,,,40.6098724,-74.2584663
Knipling Bushland Us Livestock Insects Research (Cattle Fever Tick Research Lab),6023308,74-G-0002,Class G - Agricultural Research Facility ARS,Active,,P.O. Box 290941,,"KERRVILLE, TX 78028",Kerr,6023308,2024,,,,,,,,,107,,,
"Hidden Brook Farm, LLC",6023309,12-R-0011,Class R - Research Facility,Cancelled,,1120 Dunbar Hill Road,Hidden Brook Farm,"Grantham, NH 03753",Sullivan,6023309,2024,,,,,,,,16,,,43.5069217,-72.1555287
